,NAME,ID,MONTH,YEAR,Wind_Speed,DELV24,PER,SHRD,POT,PC2
3785,HELE,AL082006,9,2006,95,-5,-10,3.3,-35,-89
3786,HELE,AL082006,9,2006,95,-5,-10,8.8,-35,-111
3787,HELE,AL082006,9,2006,95,-5,0,11,-38,-91
3788,HELE,AL082006,9,2006,95,-5,0,9.6,-39,-103
3789,HELE,AL082006,9,2006,90,-10,-5,15,-41,-110
3790,HELE,AL082006,9,2006,90,-10,-5,6.8,-38,-127
3791,HELE,AL082006,9,2006,90,-15,0,6.1,-40,-119
3792,HELE,AL082006,9,2006,90,-15,0,19.4,-44,-99
3793,HELE,AL082006,9,2006,80,-5,-10,6.6,-51,-93
3794,HELE,AL082006,9,2006,80,-5,-10,5.7,-49,-70
3795,HELE,AL082006,9,2006,75,-5,-5,2.6,-50,-43
3796,HELE,AL082006,9,2006,75,-5,-5,7.5,-46,-20
3797,HELE,AL082006,9,2006,75,-5,0,9.1,-40,-68
3798,HELE,AL082006,9,2006,75,0,0,12.6,-32,-102
3799,HELE,AL082006,9,2006,70,10,-5,24.2,-32,-84
3800,HELE,AL082006,9,2006,70,10,-5,15.4,-28,-36
3801,HELE,AL082006,9,2006,70,5,0,21.8,-17,38
3802,HELE,AL082006,9,2006,75,-5,5,20.1,-7,62
3803,HELE,AL082006,9,2006,80,-15,10,19.7,0,50
3804,HELE,AL082006,9,2006,80,-15,5,18.5,-1,48
3805,HELE,AL082006,9,2006,75,9999,-5,24.5,-1,3
3806,HELE,AL082006,9,2006,70,9999,-10,28.9,-6,0
3807,HELE,AL082006,9,2006,65,9999,-10,19.3,-5,13
3808,HELE,AL082006,9,2006,65,9999,-5,27.7,2,4
3809,ISAA,AL092006,9,2006,30,10,9999,18,-100,61
3810,ISAA,AL092006,9,2006,30,10,9999,15.4,-99,90
3811,ISAA,AL092006,9,2006,35,5,5,19.8,-98,9999
3812,ISAA,AL092006,9,2006,40,5,10,20.2,-85,149
3813,ISAA,AL092006,9,2006,40,10,5,23.2,-83,154
3814,ISAA,AL092006,9,2006,40,20,0,22.5,-79,116
3815,ISAA,AL092006,9,2006,40,20,0,16.7,-83,106
3816,ISAA,AL092006,9,2006,45,20,5,14.9,-78,121
3817,ISAA,AL092006,9,2006,50,20,10,10.8,-75,60
3818,ISAA,AL092006,9,2006,60,15,15,3.6,-50,56
3819,ISAA,AL092006,9,2006,60,15,10,8.5,-53,97
3820,ISAA,AL092006,9,2006,65,5,5,9.1,-50,34
3821,ISAA,AL092006,9,2006,70,0,10,12,-49,6
3822,ISAA,AL092006,10,2006,75,-10,10,16,-39,-10
3823,ISAA,AL092006,10,2006,75,-10,5,14.9,-37,22
3824,ISAA,AL092006,10,2006,70,-10,-5,18.1,-34,19
3825,ISAA,AL092006,10,2006,70,-15,-5,15.6,-27,-3
3826,ISAA,AL092006,10,2006,65,9999,-5,29.3,-22,-21
3827,ISAA,AL092006,10,2006,65,9999,-5,27.8,-15,-69
3828,ISAA,AL092006,10,2006,60,9999,-5,33.6,59,-14
3829,ISAA,AL092006,10,2006,55,9999,-10,34,55,99
3830,ANDR,AL012007,5,2007,50,-15,9999,25.8,-43,100
3831,ANDR,AL012007,5,2007,45,-15,9999,27.7,-40,88
3832,ANDR,AL012007,5,2007,40,-10,-10,26.9,-44,91
3833,ANDR,AL012007,5,2007,40,-10,-5,31.1,-41,145
3834,ANDR,AL012007,5,2007,35,9999,-5,33.7,-46,166
3835,ANDR,AL012007,5,2007,30,9999,-10,22.2,-53,186
3836,ANDR,AL012007,5,2007,30,9999,-5,18.6,-66,198
3837,ANDR,AL012007,5,2007,30,9999,0,21.7,-69,212
3838,BARR,AL022007,6,2007,30,10,9999,38.1,-112,105
3839,BARR,AL022007,6,2007,40,-10,9999,45.7,-88,111
3840,BARR,AL022007,6,2007,50,9999,20,42.9,-65,153
3841,BARR,AL022007,6,2007,45,9999,5,38.9,-57,201
3842,BARR,AL022007,6,2007,40,9999,-10,40.9,-32,152
3843,BARR,AL022007,6,2007,30,9999,9999,40.5,-31,151
3844,CHAN,AL032007,7,2007,30,15,9999,15.6,-80,118
3845,CHAN,AL032007,7,2007,35,9999,9999,9.6,-81,95
3846,CHAN,AL032007,7,2007,45,9999,15,19.7,-48,27
3847,CHAN,AL032007,7,2007,45,9999,10,23.3,5,78
3848,CHAN,AL032007,8,2007,45,9999,0,28.1,45,72
3849,DEAN,AL042007,8,2007,30,0,9999,16.6,-102,141
3850,DEAN,AL042007,8,2007,30,5,9999,17.8,-98,51
3851,DEAN,AL042007,8,2007,30,10,0,19.1,-91,55
3852,DEAN,AL042007,8,2007,30,20,0,14.3,-88,-24
3853,DEAN,AL042007,8,2007,30,20,0,21.7,-89,52
3854,DEAN,AL042007,8,2007,35,15,5,18.3,-82,47
3855,DEAN,AL042007,8,2007,40,15,10,20.1,-78,16
3856,DEAN,AL042007,8,2007,50,10,15,15.5,-73,44
3857,DEAN,AL042007,8,2007,50,20,10,10.1,-78,26
3858,DEAN,AL042007,8,2007,50,30,0,16.3,-76,1
3859,DEAN,AL042007,8,2007,55,25,5,4.6,-63,-32
3860,DEAN,AL042007,8,2007,60,20,10,4.6,-53,-59
3861,DEAN,AL042007,8,2007,70,10,15,8.5,-49,-95
3862,DEAN,AL042007,8,2007,80,10,20,12.7,-49,-104
3863,DEAN,AL042007,8,2007,80,30,10,16.3,-52,-140
3864,DEAN,AL042007,8,2007,80,45,0,12.2,-56,-117
3865,DEAN,AL042007,8,2007,80,65,0,13.5,-55,-129
3866,DEAN,AL042007,8,2007,90,55,10,11.1,-44,-152
3867,DEAN,AL042007,8,2007,110,20,30,3.5,-18,-159
3868,DEAN,AL042007,8,2007,125,-5,35,6.8,-9,-122
3869,DEAN,AL042007,8,2007,145,-25,35,11.1,8,-87
3870,DEAN,AL042007,8,2007,145,-20,20,11.9,3,-123
3871,DEAN,AL042007,8,2007,130,-5,-15,3.4,-11,-147
3872,DEAN,AL042007,8,2007,120,5,-25,11,-16,-116
3873,DEAN,AL042007,8,2007,120,10,-10,5.2,-17,-107
3874,DEAN,AL042007,8,2007,125,5,5,1.8,-16,-122
3875,DEAN,AL042007,8,2007,125,10,5,9.2,-6,-113
3876,DEAN,AL042007,8,2007,125,20,0,3.1,-7,-101
3877,DEAN,AL042007,8,2007,130,20,5,5,-4,-104
3878,DEAN,AL042007,8,2007,130,-20,5,2.6,-8,-132
3879,DEAN,AL042007,8,2007,135,-60,5,8.9,4,-144
3880,DEAN,AL042007,8,2007,145,-80,15,7.7,7,-131
3881,DEAN,AL042007,8,2007,150,-80,15,18.1,12,-135
3882,DEAN,AL042007,8,2007,110,-30,9999,15.9,-31,-137
3883,DEAN,AL042007,8,2007,75,0,9999,13.9,-53,-73
3884,DEAN,AL042007,8,2007,65,-35,9999,12.6,-69,-28
3885,DEAN,AL042007,8,2007,70,9999,9999,15.1,-72,-126
3886,DEAN,AL042007,8,2007,80,9999,15,12.3,-67,-149
3887,DEAN,AL042007,8,2007,75,9999,9999,15.5,-57,-144
3888,DEAN,AL042007,8,2007,30,9999,9999,15.9,-93,-82
3889,ERIN,AL052007,8,2007,25,10,9999,11.6,-123,9999
3890,ERIN,AL052007,8,2007,25,10,9999,5.3,-132,55
3891,ERIN,AL052007,8,2007,30,0,5,1.5,-130,-76
3892,ERIN,AL052007,8,2007,35,-10,10,5.2,-114,-91
3893,ERIN,AL052007,8,2007,35,-10,5,7.3,-102,30
3894,ERIN,AL052007,8,2007,35,-10,0,7.9,-111,-8
3895,ERIN,AL052007,8,2007,30,9999,9999,4.1,-119,-25
3896,ERIN,AL052007,8,2007,25,9999,9999,9.3,-114,48
3897,ERIN,AL052007,8,2007,25,9999,9999,10.1,-108,24
3898,ERIN,AL052007,8,2007,25,9999,9999,13.4,-118,9999
3899,FELI,AL062007,8,2007,25,25,9999,2.6,-116,-74
3900,FELI,AL062007,8,2007,30,30,9999,5.9,-110,-99
3901,FELI,AL062007,9,2007,35,30,10,4.1,-108,-62
3902,FELI,AL062007,9,2007,40,45,10,7.6,-111,-48
3903,FELI,AL062007,9,2007,50,40,15,11.7,-101,-71
3904,FELI,AL062007,9,2007,60,55,20,10.1,-80,-96
3905,FELI,AL062007,9,2007,65,85,15,6.6,-73,-82
3906,FELI,AL062007,9,2007,85,65,25,10.6,-58,-50
3907,FELI,AL062007,9,2007,90,50,25,10.8,-58,-123
3908,FELI,AL062007,9,2007,115,0,30,12.3,-19,-126
3909,FELI,AL062007,9,2007,150,-35,60,6.1,13,-106
3910,FELI,AL062007,9,2007,150,-15,35,3.5,10,-56
3911,FELI,AL062007,9,2007,140,0,-10,5.5,-5,-74
3912,FELI,AL062007,9,2007,115,-30,-35,6.6,-18,-135
3913,FELI,AL062007,9,2007,115,-65,-25,6,-17,-120
3914,FELI,AL062007,9,2007,135,-110,20,16.4,-4,-102
3915,FELI,AL062007,9,2007,140,9999,25,11.6,-5,-143
3916,FELI,AL062007,9,2007,85,9999,9999,13.1,-55,-121
3917,FELI,AL062007,9,2007,50,9999,9999,11.4,-97,-56
3918,FELI,AL062007,9,2007,25,9999,9999,9.3,-127,25
3919,GABR,AL072007,9,2007,40,0,9999,13.1,-109,96
3920,GABR,AL072007,9,2007,40,5,9999,7.4,-113,147
3921,GABR,AL072007,9,2007,35,15,-5,11.9,-122,138
3922,GABR,AL072007,9,2007,35,10,-5,12.7,-117,156
3923,GABR,AL072007,9,2007,40,0,5,10.8,-109,119
3924,GABR,AL072007,9,2007,45,-15,10,13.4,-104,93
3925,GABR,AL072007,9,2007,50,-20,10,19.5,-72,67
3926,GABR,AL072007,9,2007,45,-15,0,24.7,-74,183
3927,GABR,AL072007,9,2007,40,-10,-10,17.2,-71,208
3928,GABR,AL072007,9,2007,30,0,-15,20.6,-76,216
3929,GABR,AL072007,9,2007,30,9999,-10,25.4,-69,220
3930,GABR,AL072007,9,2007,30,9999,0,21.7,-79,196
3931,GABR,AL072007,9,2007,30,9999,0,21.2,-63,146
3932,GABR,AL072007,9,2007,30,9999,0,25.3,-51,9999
3933,INGR,AL082007,9,2007,25,10,9999,9.2,-113,-19
3934,INGR,AL082007,9,2007,30,5,9999,6.4,-106,-31
3935,INGR,AL082007,9,2007,30,5,5,3,-105,-11
3936,INGR,AL082007,9,2007,30,5,0,3.2,-104,12
3937,INGR,AL082007,9,2007,35,0,5,7.5,-98,49
3938,INGR,AL082007,9,2007,35,5,5,6.5,-95,104
3939,INGR,AL082007,9,2007,35,5,0,9.2,-92,80
3940,INGR,AL082007,9,2007,35,0,0,11.6,-92,45
3941,INGR,AL082007,9,2007,35,0,0,15.8,-92,13
3942,INGR,AL082007,9,2007,40,-5,5,13.8,-89,23
3943,INGR,AL082007,9,2007,40,-10,5,17.4,-86,43
3944,INGR,AL082007,9,2007,35,-5,-5,19.5,-86,12
3945,INGR,AL082007,9,2007,35,-5,-5,27.5,-92,56
3946,INGR,AL082007,9,2007,35,-5,0,26.3,-97,85
3947,INGR,AL082007,9,2007,30,0,-5,28.3,-102,86
3948,INGR,AL082007,9,2007,30,-5,-5,30.9,-106,134
3949,INGR,AL082007,9,2007,30,9999,0,25.3,-109,24
3950,INGR,AL082007,9,2007,30,9999,0,22.9,-112,-14
3951,INGR,AL082007,9,2007,30,9999,0,21.5,-113,-11
3952,INGR,AL082007,9,2007,25,9999,-5,23.2,-116,188
3953,HUMB,AL092007,9,2007,35,30,9999,12.8,-135,-41
3954,HUMB,AL092007,9,2007,45,-10,9999,8.3,-123,-42
3955,HUMB,AL092007,9,2007,55,-30,20,13.4,-111,-9
3956,HUMB,AL092007,9,2007,80,9999,35,18.7,-88,-4
3957,HUMB,AL092007,9,2007,65,9999,9999,24.7,-99,-40
3958,HUMB,AL092007,9,2007,35,9999,9999,19.5,-123,57
3959,HUMB,AL092007,9,2007,25,9999,9999,22.8,-117,140
3960,TD10,AL102007,9,2007,30,9999,9999,5.3,-143,9999
3961,TD10,AL102007,9,2007,30,9999,9999,2.9,-136,69
3962,TD10,AL102007,9,2007,25,9999,-5,5.3,-124,125
3963,JERR,AL112007,9,2007,30,5,9999,13.9,-48,9999
3964,JERR,AL112007,9,2007,35,0,9999,12.5,-46,122
3965,JERR,AL112007,9,2007,35,0,5,15.5,-55,136
3966,JERR,AL112007,9,2007,35,-5,0,15.7,-45,150
3967,JERR,AL112007,9,2007,35,9999,0,15.7,-51,169
3968,JERR,AL112007,9,2007,35,9999,0,14,-50,170
3969,JERR,AL112007,9,2007,35,9999,0,10.8,-43,139
3970,JERR,AL112007,9,2007,30,9999,-5,15.1,-37,90
3971,KARE,AL122007,9,2007,30,10,9999,12.6,-101,-99
3972,KARE,AL122007,9,2007,35,15,9999,6.7,-96,-93
3973,KARE,AL122007,9,2007,35,30,5,9.4,-91,-76
3974,KARE,AL122007,9,2007,35,30,0,2.8,-90,-62
3975,KARE,AL122007,9,2007,40,20,5,6.4,-86,-68
3976,KARE,AL122007,9,2007,50,5,15,14,-79,-77
3977,KARE,AL122007,9,2007,65,-10,25,10.3,-64,-76
3978,KARE,AL122007,9,2007,65,-15,15,13.9,-63,-93
3979,KARE,AL122007,9,2007,60,-10,-5,18.3,-67,9999
3980,KARE,AL122007,9,2007,55,-15,-10,22,-73,93
3981,KARE,AL122007,9,2007,55,-20,-5,23.8,-76,166
3982,KARE,AL122007,9,2007,50,-15,-5,23.5,-81,150
3983,KARE,AL122007,9,2007,50,-15,-5,23.7,-83,20
3984,KARE,AL122007,9,2007,40,-10,-10,23.6,-97,111
3985,KARE,AL122007,9,2007,35,9999,-15,24.2,-102,150
3986,KARE,AL122007,9,2007,35,9999,-5,29.4,-99,82
3987,KARE,AL122007,9,2007,35,9999,0,34.8,-97,68
3988,KARE,AL122007,9,2007,30,9999,-5,45.5,-105,136
3989,LORE,AL132007,9,2007,25,5,9999,11.1,-128,21
3990,LORE,AL132007,9,2007,25,5,9999,8.7,-117,76
3991,LORE,AL132007,9,2007,25,5,0,10.1,-123,23
3992,LORE,AL132007,9,2007,30,15,5,13.6,-123,-97
3993,LORE,AL132007,9,2007,30,30,5,7.9,-110,-20
3994,LORE,AL132007,9,2007,30,40,0,3.3,-101,90
3995,LORE,AL132007,9,2007,30,35,0,9.5,-109,79
3996,LORE,AL132007,9,2007,45,-15,15,8.9,-101,9
3997,LORE,AL132007,9,2007,60,-40,30,5,-72,-26
3998,LORE,AL132007,9,2007,70,9999,25,9.1,-57,-99
3999,LORE,AL132007,9,2007,65,9999,5,7.3,-69,-82
4000,LORE,AL132007,9,2007,30,9999,9999,14.8,-111,-69
4001,LORE,AL132007,9,2007,20,9999,9999,12.1,-118,70
4002,MELI,AL142007,9,2007,25,10,9999,17.2,-120,9999
4003,MELI,AL142007,9,2007,30,5,9999,12,-112,-25
4004,MELI,AL142007,9,2007,30,5,5,9.5,-110,5
4005,MELI,AL142007,9,2007,30,5,0,11.9,-103,74
4006,MELI,AL142007,9,2007,35,-5,5,18,-99,-23
4007,MELI,AL142007,9,2007,35,-10,5,17.1,-93,34
4008,MELI,AL142007,9,2007,35,9999,0,16.5,-88,72
4009,MELI,AL142007,9,2007,35,9999,0,17.8,-83,-28
4010,MELI,AL142007,9,2007,30,9999,-5,21.4,-88,117
4011,MELI,AL142007,9,2007,25,9999,-10,22.3,-90,130
4012,TD15,AL152007,10,2007,30,-5,9999,12.9,-104,9999
4013,TD15,AL152007,10,2007,30,-5,9999,22.4,-94,41
4014,TD15,AL152007,10,2007,30,9999,0,22.6,-93,116
4015,TD15,AL152007,10,2007,30,9999,0,21.2,-93,131
4016,TD15,AL152007,10,2007,25,9999,-5,28.7,-87,186
4017,TD15,AL152007,10,2007,25,9999,-5,35.1,-84,214
4018,NOEL,AL162007,10,2007,30,20,9999,13.3,-113,-37
4019,NOEL,AL162007,10,2007,30,15,9999,15.4,-117,-40
4020,NOEL,AL162007,10,2007,40,0,10,21,-107,-94
4021,NOEL,AL162007,10,2007,50,-5,20,21.4,-94,-107
4022,NOEL,AL162007,10,2007,50,-5,10,13.5,-97,-93
4023,NOEL,AL162007,10,2007,45,5,-5,13.3,-104,-66
4024,NOEL,AL162007,10,2007,40,0,-10,15.7,-115,55
4025,NOEL,AL162007,10,2007,45,-10,0,12.9,-107,49
4026,NOEL,AL162007,10,2007,45,-10,5,21.1,-110,16
4027,NOEL,AL162007,10,2007,50,-15,5,22.5,-105,20
4028,NOEL,AL162007,10,2007,40,5,9999,20.2,-115,103
4029,NOEL,AL162007,10,2007,35,10,9999,16.1,-117,88
4030,NOEL,AL162007,10,2007,35,15,9999,16.2,-119,21
4031,NOEL,AL162007,10,2007,35,15,9999,13.9,-118,-5
4032,NOEL,AL162007,10,2007,45,5,9999,18.6,-107,-71
4033,NOEL,AL162007,10,2007,45,10,9999,19.4,-103,17
4034,NOEL,AL162007,11,2007,50,20,5,15.1,-97,-40
4035,NOEL,AL162007,11,2007,50,20,5,18.2,-98,-137
4036,NOEL,AL162007,11,2007,50,20,0,26.8,-101,-74
4037,NOEL,AL162007,11,2007,55,15,5,23.1,-91,-114
4038,NOEL,AL162007,11,2007,70,9999,20,25.2,-69,-119
4039,NOEL,AL162007,11,2007,70,9999,15,28.2,-51,-124
4040,NOEL,AL162007,11,2007,70,9999,0,27.1,-36,-4
4041,NOEL,AL162007,11,2007,70,9999,0,33.8,-19,117
4042,OLGA,AL172007,12,2007,35,15,9999,37.2,-103,91
4043,OLGA,AL172007,12,2007,40,0,9999,33.9,-98,77
4044,OLGA,AL172007,12,2007,45,-10,10,45.6,-95,136
4045,OLGA,AL172007,12,2007,50,-20,10,44.7,-86,87
4046,OLGA,AL172007,12,2007,50,9999,9999,40.5,-85,59
4047,OLGA,AL172007,12,2007,40,9999,9999,45.8,-97,96
4048,OLGA,AL172007,12,2007,35,9999,9999,47.9,-107,165
4049,OLGA,AL172007,12,2007,30,9999,9999,43.5,-109,182
4050,ARTH,AL012008,5,2008,35,0,9999,8.6,-101,-59
4051,ARTH,AL012008,5,2008,40,-5,9999,12.6,-103,-82
4052,ARTH,AL012008,5,2008,35,-5,9999,15.3,-114,-71
4053,ARTH,AL012008,5,2008,35,-5,9999,11,-108,-70
4054,ARTH,AL012008,6,2008,35,9999,9999,14.8,-106,-20
4055,ARTH,AL012008,6,2008,35,9999,9999,21.8,-115,-4
4056,ARTH,AL012008,6,2008,30,9999,9999,22.8,-124,36
4057,ARTH,AL012008,6,2008,30,9999,9999,24.5,-118,70
4058,BERT,AL022008,7,2008,30,10,9999,4.7,-68,-41
4059,BERT,AL022008,7,2008,35,10,9999,1.3,-39,-8
4060,BERT,AL022008,7,2008,35,10,5,5,-40,-12
4061,BERT,AL022008,7,2008,40,5,5,3.4,-38,-4
4062,BERT,AL022008,7,2008,40,5,5,7.1,-44,49
4063,BERT,AL022008,7,2008,45,0,5,10.3,-23,-4
4064,BERT,AL022008,7,2008,45,0,5,7.7,-15,-35
4065,BERT,AL022008,7,2008,45,0,0,15.8,-15,74
4066,BERT,AL022008,7,2008,45,0,0,10.4,-22,-10
4067,BERT,AL022008,7,2008,45,0,0,7.1,-23,30
4068,BERT,AL022008,7,2008,45,0,0,6.8,-26,-11
4069,BERT,AL022008,7,2008,45,10,0,9.5,-34,-11
4070,BERT,AL022008,7,2008,45,20,0,9.5,-54,-14
4071,BERT,AL022008,7,2008,45,35,0,12,-60,-18
4072,BERT,AL022008,7,2008,45,55,0,10.7,-60,-73
4073,BERT,AL022008,7,2008,55,50,10,15.1,-53,-64
4074,BERT,AL022008,7,2008,65,40,20,11,-45,-36
4075,BERT,AL022008,7,2008,80,10,25,5.9,-34,-13
4076,BERT,AL022008,7,2008,100,-25,35,12.7,-15,-49
4077,BERT,AL022008,7,2008,105,-35,25,16.3,-8,-18
4078,BERT,AL022008,7,2008,105,-40,5,17.9,-12,3
4079,BERT,AL022008,7,2008,90,-25,-15,17.6,-28,35
4080,BERT,AL022008,7,2008,75,10,-30,11.9,-49,34
4081,BERT,AL022008,7,2008,70,20,-20,17.8,-52,29
4082,BERT,AL022008,7,2008,65,25,-10,14.9,-60,34
4083,BERT,AL022008,7,2008,65,15,-5,11.6,-63,14
4084,BERT,AL022008,7,2008,85,-10,20,13.4,-42,-49
4085,BERT,AL022008,7,2008,90,-15,25,13,-37,3
4086,BERT,AL022008,7,2008,90,-15,5,14.5,-39,13
4087,BERT,AL022008,7,2008,80,-5,-10,10.1,-52,-28
4088,BERT,AL022008,7,2008,75,5,-15,4.5,-57,-49
4089,BERT,AL022008,7,2008,75,5,-5,10.7,-56,-6
4090,BERT,AL022008,7,2008,75,5,0,6.5,-58,-26
4091,BERT,AL022008,7,2008,75,0,0,7.6,-60,0
4092,BERT,AL022008,7,2008,80,-15,5,8.4,-50,-38
4093,BERT,AL022008,7,2008,80,-15,5,3.7,-49,-19
4094,BERT,AL022008,7,2008,80,-15,0,3.6,-50,12
4095,BERT,AL022008,7,2008,75,-15,-5,5.8,-55,15
4096,BERT,AL022008,7,2008,65,-10,-15,8.3,-66,-11
4097,BERT,AL022008,7,2008,65,-10,-10,9.1,-66,16
4098,BERT,AL022008,7,2008,65,-10,0,9.7,-67,79
4099,BERT,AL022008,7,2008,60,-5,-5,12.7,-73,88
4100,BERT,AL022008,7,2008,55,5,-10,12.1,-79,51
4101,BERT,AL022008,7,2008,55,5,-5,7.7,-77,62
4102,BERT,AL022008,7,2008,55,5,0,8.5,-76,102
4103,BERT,AL022008,7,2008,55,5,0,3.7,-73,82
4104,BERT,AL022008,7,2008,60,0,5,5.2,-63,37
4105,BERT,AL022008,7,2008,60,0,5,9,-51,44
4106,BERT,AL022008,7,2008,60,0,0,5.9,-46,90
4107,BERT,AL022008,7,2008,60,0,0,2,-38,28
4108,BERT,AL022008,7,2008,60,0,0,6.2,-28,-2
4109,BERT,AL022008,7,2008,60,-5,0,13.6,-25,27
4110,BERT,AL022008,7,2008,60,-10,0,12.1,-26,13
4111,BERT,AL022008,7,2008,60,-10,0,12.4,-25,-6
4112,BERT,AL022008,7,2008,60,-10,0,10.8,-24,-19
4113,BERT,AL022008,7,2008,55,-5,-5,13,-36,80
4114,BERT,AL022008,7,2008,50,5,-10,15.9,-49,137
4115,BERT,AL022008,7,2008,50,5,-5,22.5,-56,86
4116,BERT,AL022008,7,2008,50,15,0,17.9,-57,31
4117,BERT,AL022008,7,2008,50,15,0,13.9,-64,47
4118,BERT,AL022008,7,2008,55,10,5,13.7,-46,58
4119,BERT,AL022008,7,2008,55,10,5,16.9,-34,45
4120,BERT,AL022008,7,2008,65,0,10,14.2,-13,21
4121,BERT,AL022008,7,2008,65,-5,10,17.2,-15,50
4122,BERT,AL022008,7,2008,65,-5,0,19.8,5,11
4123,BERT,AL022008,7,2008,65,9999,0,24.8,42,20
4124,BERT,AL022008,7,2008,65,9999,0,15.3,59,-12
4125,BERT,AL022008,7,2008,60,9999,-5,13.2,60,44
4126,BERT,AL022008,7,2008,60,9999,-5,18.6,60,32
4127,CRIS,AL032008,7,2008,25,20,9999,12.3,-92,39
4128,CRIS,AL032008,7,2008,25,20,9999,11.7,-81,88
4129,CRIS,AL032008,7,2008,35,10,10,11.9,-73,5
4130,CRIS,AL032008,7,2008,45,0,20,10.2,-73,34
4131,CRIS,AL032008,7,2008,45,0,10,9.7,-70,84
4132,CRIS,AL032008,7,2008,45,5,0,4.7,-70,170
4133,CRIS,AL032008,7,2008,45,10,0,9.5,-62,187
4134,CRIS,AL032008,7,2008,45,10,0,5.8,-64,106
4135,CRIS,AL032008,7,2008,45,10,0,4.1,-55,36
4136,CRIS,AL032008,7,2008,50,5,5,5.4,-59,57
4137,CRIS,AL032008,7,2008,55,0,10,3.7,-58,36
4138,CRIS,AL032008,7,2008,55,-5,5,9.2,-59,15
4139,CRIS,AL032008,7,2008,55,-10,0,3.5,-60,31
4140,CRIS,AL032008,7,2008,55,-15,0,15.4,-37,71
4141,CRIS,AL032008,7,2008,55,9999,0,16,41,11
4142,CRIS,AL032008,7,2008,50,9999,-5,21.2,50,21
4143,CRIS,AL032008,7,2008,45,9999,-10,20.9,45,31
4144,CRIS,AL032008,7,2008,40,9999,-10,31.2,40,112
4145,DOLL,AL042008,7,2008,40,5,9999,9.1,-104,18
4146,DOLL,AL042008,7,2008,40,5,9999,5.6,-100,-78
4147,DOLL,AL042008,7,2008,45,0,5,7.3,-92,-68
4148,DOLL,AL042008,7,2008,45,0,9999,1.1,-91,-6
4149,DOLL,AL042008,7,2008,45,10,9999,3,-87,7
4150,DOLL,AL042008,7,2008,45,15,9999,11,-94,-13
4151,DOLL,AL042008,7,2008,45,20,0,10.1,-93,-20
4152,DOLL,AL042008,7,2008,45,25,0,4.1,-102,-31
4153,DOLL,AL042008,7,2008,55,30,10,5,-97,-96
4154,DOLL,AL042008,7,2008,60,15,15,5.5,-75,-105
4155,DOLL,AL042008,7,2008,65,0,10,0,-57,-111
4156,DOLL,AL042008,7,2008,70,-15,10,5.4,-55,-94
4157,DOLL,AL042008,7,2008,85,-40,20,3.7,-38,-87
4158,DOLL,AL042008,7,2008,75,-40,5,6.5,-26,-74
4159,DOLL,AL042008,7,2008,65,-40,9999,4.7,-19,-72
4160,DOLL,AL042008,7,2008,55,-30,9999,12.8,-41,1
4161,DOLL,AL042008,7,2008,45,-20,9999,15,-67,-9
4162,DOLL,AL042008,7,2008,35,-10,9999,15.3,-79,-14
4163,DOLL,AL042008,7,2008,25,9999,9999,4.9,-82,-47
4164,DOLL,AL042008,7,2008,25,9999,9999,10.5,-101,35
4165,DOLL,AL042008,7,2008,25,9999,9999,6.9,-111,9999
4166,DOLL,AL042008,7,2008,25,9999,9999,0.8,-104,9999
4167,EDOU,AL052008,8,2008,25,15,9999,18.3,-123,31
4168,EDOU,AL052008,8,2008,30,10,9999,16.1,-105,46
4169,EDOU,AL052008,8,2008,45,5,20,11.5,-89,108
4170,EDOU,AL052008,8,2008,40,15,10,17.2,-105,121
4171,EDOU,AL052008,8,2008,40,15,-5,12.6,-108,53
4172,EDOU,AL052008,8,2008,40,0,0,8.6,-96,38
4173,EDOU,AL052008,8,2008,50,-20,10,4.6,-87,32
4174,EDOU,AL052008,8,2008,55,9999,15,9.5,-100,36
4175,EDOU,AL052008,8,2008,55,9999,5,8.2,-103,-29
4176,EDOU,AL052008,8,2008,40,9999,9999,3.2,-100,13
4177,EDOU,AL052008,8,2008,30,9999,9999,8.3,-91,43
4178,FAY,AL062008,8,2008,30,10,9999,6.5,-107,-103
4179,FAY,AL062008,8,2008,35,5,9999,6.2,-97,-114
4180,FAY,AL062008,8,2008,40,5,9999,1.9,-91,-121
4181,FAY,AL062008,8,2008,40,5,9999,13.5,-93,-74
4182,FAY,AL062008,8,2008,40,5,9999,9.2,-101,-88
4183,FAY,AL062008,8,2008,40,5,9999,7.8,-101,-6
4184,FAY,AL062008,8,2008,45,0,5,12,-95,-16
4185,FAY,AL062008,8,2008,45,0,5,17.4,-101,-67
4186,FAY,AL062008,8,2008,45,5,0,15.4,-110,-50
4187,FAY,AL062008,8,2008,45,5,0,14.4,-109,4
4188,FAY,AL062008,8,2008,45,5,0,15.5,-109,-18
4189,FAY,AL062008,8,2008,45,10,0,19.6,-112,-83
4190,FAY,AL062008,8,2008,50,5,9999,13.5,-107,-50
4191,FAY,AL062008,8,2008,50,10,9999,13.6,-104,-33
4192,FAY,AL062008,8,2008,50,5,0,12.6,-104,-55
4193,FAY,AL062008,8,2008,55,-5,5,15.4,-100,-22
4194,FAY,AL062008,8,2008,55,-10,9999,12.4,-102,-68
4195,FAY,AL062008,8,2008,60,-15,9999,8.9,-88,-36
4196,FAY,AL062008,8,2008,55,-5,9999,9.8,-85,-32
4197,FAY,AL062008,8,2008,50,0,9999,12.4,-85,25
4198,FAY,AL062008,8,2008,45,5,9999,9.1,-92,-7
